Fecha,AAPL,ADBE,ADI,ADP,ADSK,AEP,AMAT,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CCEP,CDNS,CDW,CHTR,CMCSA,COST,CPRT,CSCO,CSGP,CSX,CTAS,CTSH,DLTR,DXCM,EA,EXC,FANG,FAST,FTNT,GILD,HON,IDXX,ILMN,INTC,INTU,ISRG,KDP,KHC,KLAC,LIN,LRCX,LULU,MAR,MCHP,MDB,MDLZ,MELI,META,MNST,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PEP,PYPL,QCOM,REGN,ROP,ROST,SBUX,SIRI,SNPS,TMUS,TSLA,TTWO,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL
11/2/2017,39.54897308,180.9400024,80.12325287,99.73203278,124.7200012,58.62482834,52.11719513,10.85000038,141.6635284,54.71099854,148.6799927,170.662674,207.7447205,28.28175735,309.3999939,1906.261841,25.83382988,32.99594116,43.79000092,64.96565247,337.6600037,30.24546051,148.5292816,9.125,28.07950974,29.36199951,15.80488968,136.9908295,68.11177063,92.55000305,11.93000031,110.5188675,23.28831482,89.01083374,19.93351173,7.722000122,57.47616959,121.962532,151.8300018,208.8200073,39.71733856,145.3204041,126.5833359,11.9350729,58.01135635,94.93510437,132.7101898,187.2289581,60.75999832,113.6139832,42.09572983,29.95000076,35.59104156,235.8890228,178.7303619,28.72500038,17.43454552,77.91934204,43.54756165,199.3200073,50.90519333,107.6837387,38.54870224,21.23999977,214.5200043,47.74333191,53.70134354,36.74580002,91.12998199,72.25,45.81184006,397.4500122,247.35672,60.41589737,47.99524689,4.761117935,86.94999695,57.81626129,19.95066643,108.5,81.4815979,87.96209717,144.8999939,51.12191772,17.30999947,110.5999985,40.60441971
11/3/2017,40.58174896,182.3000031,81.02344513,97.90034485,124.8499985,58.91109848,52.38583755,11.11999989,142.5098572,55.58000183,149.1000061,172.8445282,219.0565643,28.58853912,314.1400146,1889.654297,25.90028381,33.26250839,43.90000153,65.00276947,335.4299927,30.70150566,149.8709259,9.102499962,28.29291725,29.57799911,15.7099781,137.752121,68.02934265,93.75,12.27999973,111.0190506,23.41413498,90.79154205,20.0717659,7.802000046,57.20362473,121.593483,155.4900055,213.9900055,39.07645416,146.7434998,128.0833282,11.97423172,57.98905945,94.86372375,132.3512878,187.4552765,61.15000153,115.4277725,42.18581009,29.62999916,35.42675781,267.2243042,178.7303619,28.83499908,17.65390587,78.00276184,42.92881775,200.0099945,51.58495331,105.4468155,38.42173767,21.64999962,212.5,48.78666687,53.24371719,36.41899109,91.27075958,73.38999939,51.63437653,408.4100037,248.686615,60.19999695,49.00990677,4.725453854,86.91999817,58.42120361,20.40600014,108.9300003,82.48337555,87.97177887,149.9700012,51.19082642,16.52000046,109.7600021,40.87643814
11/6/2017,40.99345779,180.8000031,81.43821716,97.1065979,123.8199997,58.63277054,52.18204117,11.93000031,140.3406219,56.03300095,151.1999969,173.1629181,222.1707611,28.37296867,315.4700012,1898.142578,28.17632103,33.20420837,44.29000092,65.15125275,348.3999939,30.58103561,148.6192932,9.055000305,28.24366951,29.98800087,15.66098785,137.0094147,68.49647522,93.38999939,12.48499966,110.2933044,23.2711544,92.86632538,20.13460922,7.849999905,56.36261368,122.1219254,151.4900055,209.1900024,39.61341476,145.8265991,128.2766724,11.81340122,57.24560928,94.15870667,132.3243103,187.0931091,61.79000092,115.8361282,42.95152283,30.61000061,34.95117569,268.403717,179.9790344,28.76000023,19.26574516,78.30870819,42.47704315,200.1300049,51.8173027,107.0053177,38.2979126,21.40999985,208.8600006,49.32333374,53.25203705,36.05642319,90.47579956,74.73999786,52.22749329,406.6300049,248.8215332,60.20936584,49.48225021,4.770032406,87.22000122,55.07916641,20.18533325,107,82.95479584,88.03941345,148.9799957,50.47887802,17.10000038,108.4199982,40.7198143
11/7/2017,41.12519836,180.8800049,81.10285187,98.34516907,123.4000015,59.79382706,52.31172943,12.05000019,142.5426636,56.15850067,151.9299927,171.8519135,217.2073212,27.86718941,313.5700073,1641.519287,27.74436951,31.56315231,44.29999924,63.43432236,343.0100098,31.31244278,149.7268524,8.9375,28.23546982,29.93600082,15.86612606,137.2878876,68.37741852,93.62000275,12.52750015,109.5479431,23.60286522,91.32249451,20.12623024,7.81799984,57.00893021,123.2710037,150.0800018,211.7400055,39.68125916,145.6642303,130.3466644,11.81480312,58.12288284,95.93460846,133.6523285,189.3744507,60.24000168,114.8010406,41.18589401,29.80999947,35.63429642,265.5050964,180.05896,28.95999908,19.19898033,78.12328339,43.16453934,195.8899994,52.41054535,106.9503326,38.48204803,21.61000061,208.1100006,48.89666748,53.47668457,35.99005127,91.47776031,74.41000366,53.54737854,404.3900146,250.8934479,60.81954956,50.05081177,4.761117935,86.91000366,54.90065765,20.40333366,106.3899994,82.83695221,89.18945313,151.3099976,51.99462509,17.32999992,108.5299988,41.23911285
11/8/2017,41.46162033,184.0599976,81.1911087,98.20561218,123.8399963,60.05624771,52.72858429,11.71000004,142.6248322,56.64400101,151.4799957,169.9697418,218.0719147,27.63504028,312.5799866,1656.869995,27.27919388,32.92930603,44.06999969,62.97026825,337.8999939,31.15756226,152.2211151,8.975000381,28.31754303,30.06999969,15.7650919,138.9033966,68.13009644,93.90000153,12.24750042,111.950737,23.631464,89.88486481,20.30637741,7.981999874,56.92328644,123.1787567,150.0700073,211.1999969,39.61341476,146.0940552,130.7799988,11.97283459,59.16371155,95.55978394,134.5675812,191.2302704,61.63999939,113.9368896,41.80295563,29.87999916,35.97152328,259.9776917,179.3696899,29,19.21805954,78.39215088,43.30203629,196.4400024,51.70111847,106.6569595,38.39631271,21.85000038,209.6499939,49.48666763,53.70967102,36.01047134,92.74474335,74.76999664,54.7085495,415.1700134,249.8430023,59.95592117,50.65435791,4.788814545,87.06999969,55.75352478,20.29266739,117.6500015,82.87062836,89.4600296,147.3999939,52.74484634,17.10000038,110.8799973,41.42045975
11/9/2017,41.37692642,181.9199982,79.16132355,97.66483307,122.4000015,60.52931595,51.3946228,11.11999989,142.9699707,56.45650101,150.4700012,166.6922302,212.6601868,27.452631,309.9599915,1698.792725,27.19613075,32.96262741,43.54999924,62.32990265,341.2000122,31.45872498,152.275177,8.904999733,27.94818115,29.92900085,15.37930775,136.5005646,67.72706604,94.37999725,12.59500027,109.7342758,23.52851868,90.69351959,19.91675377,7.897999763,56.8609848,121.9877472,150.1900024,209.6100006,39.27410889,145.5687103,130,11.984025,59.03731155,91.38328552,133.2126923,186.7491913,64.01000214,112.825798,40.90212631,29.21999931,35.75535965,266.284729,179.1099701,29.34000015,19.19898033,77.9564209,42.72257614,193.8999939,50.75193024,105.712677,37.81220627,21.43000031,211.0899963,46.33333206,53.88440323,35.44876862,92.31414032,74.09999847,53.96507645,406.2099915,248.46492,60.61302567,50.17327118,4.744142056,86.90000153,55.53534698,20.19933319,115.1600037,81.70046997,87.76883698,148.1699982,53.23476791,17.17000008,106.1500015,41.63476944
11/10/2017,41.23999023,181.7200012,79.06424713,96.89726257,123.1100006,59.9600296,52.20982361,11.26000023,141.6141968,56.26750183,150.2799988,168.1811829,212.1157379,27.28679848,310.4400024,1692.917725,27.37056541,32.90431213,44.04000092,62.42269897,338.4400024,31.70824623,154.3011322,8.962499619,27.89893913,29.66799927,15.33337879,137.1294708,68.02020264,95.05999756,12.68500042,110.5776978,23.62001991,91.37149811,19.93770218,7.987999916,57.44501877,122.2477188,147.6799927,208.9400024,38.6633606,146.4187927,129.7166595,12.07213211,59.26779175,91.41900635,133.051178,187.7449951,64.87000275,114.060318,41.23995209,30.20000076,36.27416229,270.7426147,178.2708588,30.57999992,19.19898033,77.75247192,43.979702,192.0200043,53.42646027,106.391098,37.74554062,21.55999947,214.4299927,46.78333282,53.72630692,35.53557205,93.36580658,73.98999786,53.94001007,404.5400085,248.8215332,61.73009872,49.89336014,4.770946026,87.27999878,56.32870865,20.19933319,115.6800003,81.60785675,87.17932129,148.7400055,54.65919876,17.19000053,107.3099976,41.37924576
11/13/2017,41.07471085,181.8500061,79.45256042,97.28104401,124.6399994,61.04245377,52.83049011,11.09000015,140.9157867,56.45849991,150.8699951,167.4788666,212.155777,27.28679848,315.7099915,1717.754272,26.4817543,32.83766937,44.66999817,62.86818695,343.7200012,32.05244064,154.3911743,8.970000267,27.86610222,29.64299965,15.23233891,138.3026886,68.29497528,93.69000244,12.88749981,109.8519821,24.07183266,90.64453125,19.7868824,8.069999695,56.72860718,123.0613327,147.7899933,209.1399994,38.80757141,147.9373627,130.706665,12.17142487,59.36443329,90.96388245,132.9345093,189.4106445,64.59999847,114.3262253,40.99671173,30.68000031,36.36064148,266.9544067,178.5805206,31.10000038,19.19898033,77.80808258,44.78504181,195.0800018,52.55885315,106.0243988,37.53602219,21.57999992,214.1699982,46.22333145,54.16730118,35.52532196,94.43399811,74.02999878,55.54392624,393.6199951,246.7399597,60.93218994,49.54346848,4.91389513,87.81999969,55.97169495,21.02666664,118.2600021,81.68363953,87.09234619,148.0299988,54.1818161,16.98999977,106.1699982,41.86558533
11/14/2017,40.45376205,181.3200073,79.81440735,97.76075745,123.8700027,62.05278015,52.26541138,11.11999989,139.7900696,56.84199905,149.4299927,168.874115,210.7548523,27.56870651,309.6900024,1715.110962,25.34373283,32.77103424,44.77000046,62.33919525,336.8099976,31.71685982,154.3731842,8.970000267,27.93997574,29.90500069,15.12517548,140.0391083,68.67051697,93.44999695,12.88749981,110.1069412,24.43381882,88.43904877,19.8874321,8.00399971,55.40482712,123.564537,149.5399933,206.0500031,38.90088272,148.2430573,130.3233337,12.28190899,59.01503754,91.69093323,132.4679108,188.8765259,64.93000031,116.8617172,40.99220657,29.87999916,36.77568817,262.3665771,177.8812714,31.31500053,19.1894455,77.91934204,44.98147202,195.7100067,52.94199753,105.8868713,37.78681564,21.42000008,215.8899994,46.27000046,54.39197159,35.19220734,95.85831451,74.48999786,55.13459778,384.7999878,247.2796021,60.51916122,49.79713821,4.779878616,87.76000214,56.07086563,20.57999992,118.8799973,81.62469482,88.0490799,147.8200073,54.35120392,16.28000069,107.4700012,42.69810486
11/15/2017,39.92016602,180.0800018,78.68477631,96.52220917,124.0199966,61.41132736,51.66328049,11.06999969,139.1738434,56.33449936,149.3200073,166.5986176,212.6281433,27.68478775,310.2799988,1722.372437,25.41849136,32.35452652,44.31999969,61.03059387,334.2200012,31.9922142,152.1760406,8.987500191,27.9974308,29.7310009,14.88942051,140.3206787,67.86448669,93.08999634,13,109.3321915,24.07644463,87.09127808,19.92931938,7.980000019,55.91875076,122.767746,151.3999939,205.4199982,38.56157303,146.9536591,129.8966675,12.21338177,58.5689621,92.40899658,131.1578674,188.1704254,64.91000366,116.1020432,40.35263062,29.62999916,36.27416229,263.4160767,177.7613831,30.79999924,19.14175606,77.31372833,44.54933167,192.1199951,51.90382004,105.4284897,37.24396133,21.10000038,215.7700043,46.06999969,53.73462677,34.94622421,95.31176758,73.43000031,54.80879211,386.2999878,246.1135864,60.65057373,49.85869598,4.806683064,87.62999725,56.21961975,20.75333214,117.3700027,81.4647522,87.77849579,148.6600037,54.05091858,16.71999931,106.6100006,42.18703461
11/16/2017,40.39710617,182.3000031,79.84970093,96.8449173,127,61.5476265,53.58084869,11.25,141.2751923,56.86449814,151.4600067,170.2319183,217.8397217,27.79257202,313.980011,1727.22998,25.04469299,32.12127686,44.86000061,61.64313126,340.6300049,31.89755821,154.415802,8.984999657,29.45024109,30.35300064,15.34562969,140.8932495,69.04606628,94.62999725,13.25500011,109.449852,23.77095032,87.01777649,20.30637741,8.052000046,56.3859787,123.8257599,154.0800018,208.5099945,38.72274399,148.6632843,131.2666626,12.18401337,59.71179962,94.0426712,133.7331238,193.0227203,65.70999908,118.115242,40.88861084,29.87000084,36.4817009,262.3565979,179.3996582,31,19.32296562,77.5187149,45.35467911,195.5099945,52.30672455,105.6026764,37.80585861,21.38999939,219.6600037,46.23333359,54.61661911,35.72006226,95.41941833,77.69999695,55.22648239,394.6900024,247.1832581,61.66438675,50.33355713,4.824552059,89.04000092,59.30381775,20.83333206,118.9000015,82.76960754,87.76883698,147.9400024,54.89788818,16.76000023,109.3399963,42.18703461
11/17/2017,40.17280197,182.2400055,79.7967453,96.87110138,127.4899979,61.24295044,52.3302536,11.38000011,140.6381378,56.49399948,150.5700073,168.8647461,217.6395874,27.74282265,313.9700012,1742.760132,25.67600822,32.00391388,44.58000183,61.3554306,341.5400085,31.11452675,154.415802,8.887499809,29.46665955,30.47400093,15.28438568,139.7762604,66.91678619,94.61000061,13.50249958,106.7234344,23.78248215,87.84276581,20.30637741,8.062000275,56.40934372,123.4970016,154.8800049,209.0200043,37.85751724,149.5229187,130.8266602,12.20359421,59.67431641,91.24211884,135.1687927,190.5331879,66.30999756,119.1598358,41.12282562,29.82999992,36.57681274,269.6031799,178.8102722,31.08499908,19.35157967,76.77333832,45.33504105,193.1999969,52.24492645,105.8868713,37.76776123,21.44000053,220.4900055,47.57333374,54.01752853,34.17748642,94.96396637,76.37999725,55.7360611,391.5899963,247.0290833,67.8223877,50.06093597,4.878158092,88.36000061,59.52199173,21.00333214,117.8199997,82.28134155,88.77389526,147.4100037,54.85939407,17.54999924,111.6800003,41.94800568
11/20/2017,40.13267136,182.3399963,82.13539124,96.40882111,126.2799988,61.29104996,53.37705231,11.34000015,139.6371307,56.31549835,151.2100067,169.9884796,220.0572968,27.67649269,309.4599915,1749.542847,25.28558731,32.20508957,44.84999847,61.94939423,338.3699951,30.83057594,155.5899048,9.077500343,29.95913315,30.66300011,15.22009373,139.1474152,65.9897995,97.11000061,13.66499996,105.5661545,23.8343544,88.19402313,20.15555191,8.154000282,56.16794205,124.7193756,155.3999939,210.6699982,37.8490448,150.6977081,131.0099945,12.19939709,59.89913559,92.01405334,135.3751678,194.7246552,66.87999725,119.5681839,41.3276825,29.26000023,36.41251755,265.7149963,178.5505676,30.57999992,20.59145737,76.89445496,46.78858566,194.1000061,52.91727448,105.5935059,38.23125839,21.71999931,220.3800049,47.50999832,54.23386002,34.69510651,95.15444946,76.01000214,55.52722168,385.2200012,248.7347717,68.28235626,49.95542908,4.851353168,88.90000153,59.79966736,20.5826664,117.4000015,82.73594666,89.42137146,144.6399994,54.497509,17.36000061,113.8000031,41.7007103
11/21/2017,40.87874222,184.1499939,79.59375763,96.43497467,127.7099991,61.55565643,54.47015381,11.39999962,140.5057373,56.97449875,153.3999939,173.5843048,221.426239,27.96668625,309.0599976,1762.160645,25.46833801,31.92847633,45.33000183,61.63384628,338.4200134,31.33824158,156.6194916,9.175000191,30.08226395,30.79700089,15.3762455,138.5185394,65.8704834,99.45999908,13.77750015,105.6348114,23.85740852,89.15786743,20.29799652,8.263999939,56.46385193,125.9080811,155.5899963,212.0500031,38.12047958,144.9765472,132.8300018,12.17142487,59.95907211,94.00676727,135.8058014,198.1737213,66.58000183,121.5105362,41.54475403,29.20999908,36.5941124,268.6336365,181.6672516,30.63500023,22.20329285,78.00320435,48.51713943,196.2299957,53.40421295,105.7218628,39.11695099,21.94000053,215.6900024,49.79999924,54.18395233,34.68997574,96.09844208,77.76999664,55.69429398,384.4400024,251.0187531,68.21663666,50.35113144,4.878158092,89.37999725,59.90875244,21.18733215,119.0199966,83.5019989,90.43608856,145.1100006,54.79008865,17.25,115.2900009,41.71719742
11/22/2017,41.30846024,182.8999939,78.23469543,96.12969208,127.7699966,61.41132736,53.52366638,11.36999989,140.605072,57.80799866,150.4799957,171.3650208,220.449585,28.04960632,309.7999878,1754.699585,25.50987053,32.34759903,45,61.72694016,334.269989,31.32963943,155.7705231,10.25249958,29.91810036,30.87999916,15.61812496,138.3120575,65.8154068,99.76999664,13.83749962,105.252327,23.92081833,89.2395401,20.42368126,8.354000092,56.70525742,125.6045914,154.0599976,215.3500061,37.87449265,144.8237762,132.1966705,12.08331966,59.81669617,93.77339172,136.1379089,194.7879639,66.80000305,120.3394089,40.87999344,29.28000069,36.60275269,265.7649841,180.678299,30.63500023,22.72785568,77.43483734,48.26177597,196.3200073,53.16427994,105.5660248,39.12965012,21.37000084,218.6499939,50.46333313,53.81783676,34.78222656,95.29522705,77.56999969,56.9139328,387.5400085,251.1151123,67.8693161,50.24560928,4.860288143,89.33999634,60.84095764,20.84000015,117.9400024,82.56755829,90.66802979,147.0399933,54.9209938,17.79000092,115.1500015,41.65126419
